a_max,socialWelfare,meanSellerUtility,meanBuyerUtility,meanPrice,meanPurchases,meanSellerRevenue,meanBuyerRevenue
0.7,87868.13911109926,5498.540148268196,713.7251866629468,35.444444444444436,10.099134104009543,11694.598659930916,1064.5631464608748
1.1,83876.10098784739,6305.116525916049,649.6075141009921,41.444444444444436,8.967563170966198,11830.053497200775,1004.5091190170153
1.5000000000000002,78725.20238496612,7259.002491644496,569.4819491003263,48.222222222222214,7.635096415750302,12061.25006655016,931.3194510968314
1.9000000000000004,76855.38713811769,7920.370035287795,530.9427703225431,50.0,7.58448309690302,12640.805161505032,910.1669251676943
2.3000000000000007,76125.34721000584,8361.528576843692,510.4076147947476,50.0,7.981424573257866,13302.374288763105,909.4788434576407
2.700000000000001,75469.62198095168,8795.15916004191,490.84144500825977,50.0,8.38378515410382,13972.975256839702,910.0307027134506
